PLAYER_CODE,PLAYER_NAME,TOTAL_PENALTIES,AVERAGE_OVERALL_RATING
26388,Yacine Abdessadki,511,71.625
26390,Guillaume Lacour,1080,66.8125
26391,Salim Arrache,480,64.375
26392,Kevin Gameiro,1589,77.2272727272727
26394,Eric Mouloungui,859,68.1538461538462
26398,Lucien Aubey,322,67.5
26399,Daniel Congre,725,72.7083333333333
26401,Albin Ebondo,397,71.875
26402,Mohamed Fofana,1034,69.5
26403,Jeremy Mathieu,1337,77.8095238095238
26405,Nicolas Dieuze,368,68.8333333333333
26406,Pantxi Sirieix,1100,66.2941176470588
26408,Bryan Bergougnoux,1699,67.96
26409,Xavier Pentecote,1090,66.9375
26410,Quentin Westberg,294,65.0
26412,Florian Boucansaud,276,71.0
26419,Blaise Matuidi,1366,79.68
26420,Benjamin Nivet,1995,72.8888888888889
26423,Eloge Enza-Yamissi,767,64.4444444444444
26425,Jean-Christophe Vergerolle,360,60.0
26434,Ibrahim Afellay,1978,77.9285714285714
26435,Ismael Aissati,600,71.4444444444444
26436,Michael Ball,282,71.8
26437,Jefferson Farfan,2065,82.3333333333333
26440,Timmy Simons,2453,74.5714285714286
26441,Mika Vaeyrynen,1392,68.3
26445,"Serginho Greene,20",350,71.2
26449,Tim Vincken,485,66.5714285714286
26450,Demy de Zeeuw,1869,72.0
26451,Danny Koevermans,1048,71.2666666666667
26452,Rogier Molhoek,740,67.0909090909091
26453,Stijn Schaars,2029,74.8888888888889
26454,Gretar Rafn Steinsson,614,72.7272727272727
26455,Mark-Jan Fledderus,1525,66.695652173913
26458,Arnold Kruiswijk,1380,68.9583333333333
26459,Rasmus Lindgren,1479,68.2727272727273
26460,Paul Matthijs,186,67.6666666666667
26461,Erik Nevland,881,74.2727272727273
26463,Bas Roorda,320,67.8
26465,Gibril Sankoh,685,69.2727272727273
26468,Bruno Silva,532,67.75
26469,Koen van de Laak,626,66.6666666666667
26470,Antoine van der Linden,625,67.7777777777778
26471,Yuri Cornelisse,222,64.0
26472,Michael Bradley,3813,76.7592592592593
26473,Michel Breuer,1020,66.25
26476,Henrico Drost,1117,65.1666666666667
26477,Ken Ilsoe,1302,68.0
26478,Lasse Nilsson,1771,66.8076923076923
26483,Brian Vandenbussche,575,68.1666666666667
26484,Boy Waterman,760,68.625
26489,Edson Braafheid,1340,70.9565217391304
26491,Joost Broerse,900,65.2
26492,Darl Douglas,474,65.5555555555556
26494,Marc-Antoine Fortune,1948,67.125
26498,Sander Keller,421,64.7142857142857
26499,Ricky Kruys,662,65.9090909090909
26502,Giuseppe Rossini,993,62.6666666666667
26503,Alje Schut,483,68.1
26505,Hans Somers,184,67.0
26508,Joost Terol,80,64.4
26509,Leendert van Steensel,216,64.1666666666667
26510,Gabor Babos,534,70.05
26519,Said Boutahar,487,68.4285714285714
26520,Romano Denneboom,363,67.7142857142857
26521,Gregory Paisley,388,69.2857142857143
26522,Kevin Constant,2510,73.3589743589744
26523,Nicolas Douchez,471,76.5789473684211
26526,Muslu Nalbantoglu,364,65.8571428571429
26527,Jonas Olsson,1150,74.0476190476191
26528,Patrick Pothuizen,320,67.0
26532,Peter Wisgerhof,1097,71.1764705882353
26533,Rutger Worm,433,61.5
26534,Guilherme Afonso,345,58.3333333333333
26535,Kennedy Bakircioglu,727,70.7692307692308
26536,Sander Boschker,733,71.4117647058824
26538,Wout Brama,1314,71.65
26539,Karim El Ahmadi,1704,73.12
26542,Jeroen Heubach,342,66.0
26544,Blaise N'Kufo,534,75.5714285714286
26545,Peter Niemeyer,1508,70.8846153846154
26547,Remko Pasveer,435,69.0
26552,Jose Fonte,1372,73.3870967741936
26554,Jose Leonardo Ulloa,1818,71.2307692307692
26558,Tim Bakens,376,62.3333333333333
26559,Garry O'Connor,604,71.625
26560,Karim Touzani,354,64.8
26564,Alex,2258,81.6896551724138
26568,Dominique van Dijk,74,63.0
26574,Jerold Promes,292,63.25
26576,Rob van Dijk,318,68.1111111111111
26585,Jurgen Wevers,156,64.3333333333333
26586,Kevin Begois,350,64.4615384615385
26587,Boldiszar Bodor,881,65.3076923076923
26588,Roel Brouwers,1284,73.0434782608696
26589,Bram Castro,357,65.6666666666667
26590,Sekou Cisse,1707,68.16
26593,Pa Modou Kah,1640,66.8064516129032
26594,Vladan Kujovic,293,67.1578947368421
26595,Vincent Lachambre,376,63.6666666666667
26596,Ken Leemans,462,63.0
26602,Kevin van Dessel,272,62.25
26605,Fred Benson,793,65.25
26606,Siebe Blondelle,735,63.1578947368421
26608,Purrel Fraenkel,448,64.125
26609,Youssouf Hersi,1088,67.1052631578947
26611,Theo Janssen,1214,76.1764705882353
26612,Mads Junker,1026,70.1333333333333
26613,Onur Kaya,1354,66.5833333333333
26614,Ruud Knol,331,67.4
26616,Gill Swerts,1037,64.6818181818182
26618,Paul Verhaegh,1562,72.4
26621,Kurt Elshot,345,63.2
26625,Santiago Leonardo,978,70.2666666666667
26626,Rob Penders,505,72.2857142857143
26628,Maceo Rigters,403,65.7142857142857
26630,Arne Slot,490,67.0
26631,Ronnie Stam,1448,70.3333333333333
26632,Sander van Gessel,366,64.0
26634,Mike Zonneveld,866,66.3333333333333
26635,Patrick Zwaanswijk,890,71.3846153846154
26637,Danny Schenkel,401,65.6666666666667
26638,Edwin van Bueren,318,59.0
26642,Jason Oost,384,64.0
26646,Rachid Bouaouzan,894,66.3157894736842
26648,Ricky van den Bergh,328,66.8333333333333
26652,Wouter Gudde,226,62.5
26653,Yuri Rose,455,62.5714285714286
26655,Remon de Vries,195,64.6666666666667
26656,Marc Hoecher,536,66.25
26657,Bernard Hofstede,122,63.0
26660,Ragnar Klavan,1182,70.8
26661,Mark Looms,627,65.0769230769231
26663,Martin Pieckenhagen,398,69.5
26664,Kwame Quansah,1018,67.6875
26665,Peter Reekers,292,62.5
26667,Marnix Smit,174,63.6666666666667
26669,"Stefaan Tanghe,18",365,65.8
26670,Brian van Loo,558,67.1666666666667
26671,Jan Wuytens,1100,67.875
26674,Youssef El Akchaoui,740,67.4545454545455
26675,Eljero Elia,2286,75.5
26677,Peter Jungschlaeger,676,63.0769230769231
26678,Angelo Martha,174,60.6666666666667
26680,Aleksandar Rankovic,315,64.2
26683,Jan-Paul Saeijs,550,65.1111111111111
26686,Wesley Verhoek,1290,68.4
26687,Kemy Agustien,972,66.7222222222222
26692,Anour Hadouir,864,68.3571428571429
26699,Evgeny Levchenko,606,67.2222222222222
26705,Martijn Reuser,244,63.75
26708,Frank van der Struijk,1279,65.35
26709,Frank van Mosselveld,539,62.1818181818182
26711,Nuelson Wau,239,66.3333333333333
26716,Paul de Lange,124,63.0
26721,Danny Guyt,168,61.0
26723,Tyrone Loran,440,64.0
26741,Steffen Ernemann,1283,62.3
26771,Jesper Joergensen,1481,66.4166666666667
26777,Brede Hangeland,1411,78.4444444444444
26778,Michael Gravgaard,391,73.0
26781,Michael Silberbauer,852,71.3846153846154
26782,William Kvist,1899,72.0625
26784,Martin Bergvold,798,66.2777777777778
26785,Atiba Hutchinson,1896,75.7037037037037
26797,Simon Poulsen,1372,68.7037037037037
26799,Dennis Soerensen,1400,65.4347826086957
26805,Kris Stadsgaard,1250,68.7619047619048
26813,Thomas Kristensen,1033,68.55
26818,Anders Lindegaard,1139,73.2592592592593
26852,Thiago Motta,1819,80.56
26853,Rui Duarte,1190,69.25
26861,"Jose Alberto Shaffer,18",465,68.75
26886,Michael Jakobsen,1890,67.6666666666667
26894,Heiko Butscher,1149,69.0
26896,Bernardo Vasconselos,776,63.1666666666667
26901,Ruud Berger,189,65.0
26916,Christophe Lepoint,2012,67.9666666666667
26928,Moritz Stoppelkamp,1470,67.8461538461538
26953,Marcel Eger,513,62.9
26955,Florian Lechner,613,61.4545454545455
26956,Fabio Morena,641,64.6363636363636
26959,Fabian Boll,1215,65.8333333333333
26967,Felix Luz,301,61.8571428571429
26982,Tobias Werner,1418,69.5384615384615
26994,Deniz Dogan,972,67.6111111111111
27009,David De Freitas,776,66.0769230769231
27022,Andreas Lambertz,1729,67.8965517241379
27031,Nico Pellatz,147,61.8571428571429
27052,Edgar Bernhardt,176,63.75
27110,Arnar Vidarsson,1040,64.7
27120,Pierre de Wit,1174,65.1666666666667
27149,Ken Reichel,1190,67.3684210526316
27155,Anis Ben-Hatira,1669,70.6896551724138
27156,Rouwen Hennings,1471,66.8695652173913
27157,Nick Proschwitz,1327,64.4210526315789
27168,Bas Sibum,1569,65.56
27177,Niels Wellenberg,529,63.5555555555556
27226,Amaury Bischoff,403,65.7142857142857
27232,Sebastian Schachten,1052,64.695652173913
27234,Martin Harnik,1726,73.1428571428571
27255,Thomas Kessler,601,67.6111111111111
27267,Ishmael Miller,1901,66.15625
27275,Sandro Calabro,426,65.5
27276,Tim Cornelisse,912,67.5
27277,Abou Diaby,1952,76.3333333333333
27282,Thomas Enevoldsen,1766,67.6923076923077
27284,Michael Rensing,759,75.52
27286,Valerien Ismael,381,79.6
27287,Hasan Salihamidzic,572,76.4444444444444
27293,Bastian Reinhardt,245,75.75
27297,Alexander Laas,192,70.3333333333333
27299,Manuel Neuer,1289,85.8620689655172
27300,Hamit Altintop,2934,75.3658536585366
27301,Marcelo Jose Bordon,395,85.4
27302,Tim Hoogland,1681,70.25
27303,Rafinha,1921,77.6296296296296
27305,Zlatan Bajramovic,523,75.5714285714286
27306,Alexander Baumjohann,1101,72.0526315789474
27307,Levan Kobiashvili,1195,71.75
27310,Sebastian Boenisch,1190,70.7083333333333
27313,Tim Wiese,764,77.5833333333333
27314,Leon Andreasen,2017,73.6428571428571
27315,Petri Pasanen,867,70.2777777777778
27316,Aaron Hunt,2041,77.2592592592593
27320,Matthieu Delpierre,1366,75.25
27324,Christian Gentner,1633,75.76
27326,Mario Gomez,2486,82.8529411764706
27327,Jon Dahl Tomasson,643,75.625
27329,Kevin Stuhr Ellegaard,445,68.3
27330,Sofian Chahed,822,68.3076923076923
27331,Malik Fathi,1128,71.7222222222222
27334,Yildiray Basturk,460,78.5
27335,Kevin-Prince Boateng,2627,79.5384615384615
27336,Pal Dardai,475,70.5714285714286
27338,Ellery Cairo,336,68.1666666666667
27339,Ashkan Dejagah,1164,74.1764705882353
27341,"Robert Enke,30",486,84.5
27342,Morten Jensen,180,58.0
27346,Michael Tarnat,235,74.3333333333333
27349,Hanno Balitsch,1385,73.4
27351,Altin Lala,543,70.75
27352,Jan Rosenthal,1411,72.9130434782609
27358,Roman Weidenfeller,877,81.52
27360,Dede,622,77.625
27363,Florian Kringe,1506,71.0454545454545
27364,Marc-Andre Kruska,1877,66.9615384615385
27365,Nuri Sahin,1861,80.3125
27366,Sebastian Tyrala,1009,64.7777777777778
27367,Mehmet Akguen,531,61.8181818181818
27371,Daniel Sikorski,1056,61.5263157894737
27372,Stefan Maierhofer,1330,67.0476190476191
27376,Max Gruen,483,67.125
27411,Marvin Compper,1465,70.9310344827586
27412,Filip Daems,1672,72.3333333333333
27415,Bo Svensson,991,71.6363636363636
27418,Oliver Kirch,1576,68.8275862068966
27419,Peer Kluge,1092,72.6666666666667
27420,Eugen Polanski,2026,74.6666666666667
27421,Bernd Thijs,1261,68.7647058823529
27423,Wesley Sonck,1002,69.7142857142857
27424,Rene Adler,860,82.2
27425,Jan-Ingwer Callsen-Bracker,1214,70.1428571428571
27427,Gonzalo Castro,1710,79.2333333333333
27429,Simon Rolfes,1581,79.4545454545455
27430,Dimitar Berbatov,2057,82.48
27431,Josip Tadic,752,63.0714285714286
27433,Raphael Schaefer,1031,74.1212121212121
27436,Javier Pinola,1807,73.0
27437,Dominik Reinhardt,939,68.4
27438,Andreas Wolf,839,74.0
27440,Marek Mintal,664,73.1111111111111
27445,Robert Vittek,459,76.0
27447,Mathias Hain,428,70.875
27451,Radim Kucera,407,69.8333333333333
27452,Tobias Rau,207,68.75
27460,Markus Schuler,409,66.4285714285714
27461,Heiko Westermann,1662,77.1935483870968
27462,Ruediger Kauf,390,72.3333333333333
27467,Oka Nikolov,486,71.4736842105263
27471,Chris,832,73.8461538461538
27472,Patrick Ochs,1332,73.625
27475,Marco Russ,1247,71.9583333333333
27476,Aleksandar Vasoski,386,74.1666666666667
27478,Alexander Meier,2667,76.3428571428571
27481,Ioannis Amanatidis,436,76.8571428571429
27483,Jermaine Jones,3174,76.7446808510638
27484,Benjamin Koehler,1430,68.6086956521739
27485,Dominik Stroh-Engel,1157,68.0
27488,Christian Wetklo,923,70.8846153846154
27492,Manuel Friedrich,864,76.0625
27500,Milorad Pekovic,800,67.6923076923077
27502,Damir Vrancic,1163,66.5263157894737
27503,Simon Jentzsch,478,73.5384615384615
27504,Andre Lenz,376,71.0
27508,Peter van der Heyden,582,68.1111111111111
27510,Miroslav Karhan,468,70.8571428571429
27512,Cedric Makiadi,1933,72.25
27513,Tom van der Leegte,288,67.4
27514,Diego Klimowicz,405,76.3333333333333
27515,Juan Carlos Menseguez,416,68.0
27518,Florian Fromlowitz,782,68.6818181818182
27521,Matthias Henn,486,65.3333333333333
27524,Axel Bellinghausen,2279,68.1621621621622
27534,Adam Bodzek,2064,70.0277777777778
27535,Alexander Bugera,789,67.3333333333333
27545,Klemen Lavric,535,70.75
27547,Stefan Wessels,310,68.875
27548,Carsten Cullmann,72,64.0
27550,Marvin Matip,1427,68.78125
27554,Tobias Nickenig,630,63.0
27556,Patrick Helmes,1251,77.3529411764706
27558,Francesco Benussi,805,69.6086956521739
27560,Antonio Rosati,643,67.6190476190476
27565,Souleymane Adama Diamoutene,624,68.8461538461538
27566,Tiziano Polenghi,412,64.8571428571429
27568,Lukas Jutkiewicz,1352,67.2380952380952
27570,Kristian Bach Bak,1220,67.0967741935484
27573,Deme N'Diaye,1063,62.5625
27574,Joao Vilela,1786,65.375
27578,Caca,457,65.5555555555556
27598,Guillermo Giacomazzi,1328,68.1428571428571
27599,Jaime Valdes,1920,75.52
27605,Fabio Galante,294,72.5
27606,Alessandro Grandoni,309,76.0
27607,Marc Pfertzel,899,66.0666666666667
27610,Stefano Morrone,1194,70.3809523809524
27613,Paulinho,1407,71.3333333333333
27615,Marco Storari,569,75.2083333333333
27630,Kamil Vacek,1201,68.1052631578947
27631,Ze Antonio,352,72.2857142857143
27642,Cacau,1065,77.0588235294118
27654,Chavdar Yankov,578,68.1111111111111
27657,Sergio Floccari,2576,74.7941176470588
27658,Federico Agliardi,743,68.8260869565217
27659,Salvatore Sirigu,538,76.8235294117647
27660,Giuseppe Biava,1484,75.2592592592593
27661,Eugenio Corini,302,78.5
27663,Franco Brienza,2788,73.6756756756757
27664,Andrea Caracciolo,1830,70.625
27665,David Di Michele,2096,71.7777777777778
27666,Luca Bucci,99,63.0
27667,Alfonso De Lucia,310,67.8
27668,Matteo Contini,1358,69.2857142857143
27669,Damiano Ferronetti,1089,68.875
27671,Luca Cigarini,2271,75.5625
27672,Daniele Dessena,1942,71.9393939393939
27675,Daniele Paponi,1080,65.45
27676,Andrea Pisanu,733,67.9230769230769
27677,Ivan Pelizzoli,349,69.3
27678,Maurizio Lanzaro,942,69.9473684210526
27679,Alessandro Lucarelli,851,74.2222222222222
27680,Francesco Modesto,1424,67.6785714285714
27684,Giandomenico Mesto,1162,73.9
27685,Simone Missiroli,2122,69.4242424242424
27686,Nicola Amoruso,567,75.625
27690,Rolando Bianchi,2076,73.962962962963
27691,Gianluca Curci,764,73.44
27692,Cristian Chivu,1402,79.9473684210526
27693,Christian Panucci,280,78.0
27694,Alberto Aquilani,3178,79.3255813953488
27695,Rodrigo Taddei,2177,73.7
27696,Stefano Okaka Chuka,2071,72.09375
27697,Luca Castellazzi,831,73.2916666666667
27700,Luigi Sala,397,71.8571428571429
27701,Cristian Zenoni,484,68.7142857142857
27702,Angelo Palombo,1573,74.5217391304348
27703,Sergio Volpi,516,72.4285714285714
27705,Emiliano Bonazzoli,817,71.3846153846154
27708,Danilo Soddimo,1647,64.6896551724138
27719,Felipe,1458,72.0666666666667
27720,Marco Motta,2020,71.2857142857143
27721,Cesare Natali,788,74.1875
27723,Michele Rinaldi,205,66.6
27731,Giampiero Pinzi,2119,74.4193548387097
27732,Damiano Zenoni,285,69.8
27733,Barreto,1630,73.5909090909091
27734,Antonio Di Natale,3767,81.7555555555556
27774,Christian Traesch,1303,72.7692307692308
27785,Carlos Valdez,357,64.8571428571429
27838,Erlend Hanstveit,1140,65.9565217391304
27843,Erik Huseklepp,1268,69.85
27866,Tarik Elyounoussi,1746,72.9666666666667
27948,Benjamin Kibebe,436,62.25
27974,Edward Ofere,1219,65.6818181818182
27995,Rasmus Elm,1468,75.1578947368421
28081,Constant Djakpa,1281,71.0
28108,Marvin Emnes,1594,69.56
28109,Kevin McDonald,1324,67.1785714285714
28110,Daniel Swanson,1784,65.5555555555556
28133,Tom Hoegli,1217,68.25
28199,Mickael Antoine-Curier,476,64.5
28284,Vadim Demidov,864,71.3157894736842
28308,Kaspars Gorkss,646,65.8125
28435,Mergim Mavraj,865,68.7222222222222
28439,Sergio Sanchez,892,73.0555555555556
28461,Rui Miguel,1039,70.1176470588235
28463,Olberdam,698,66.5454545454545
28467,Marcelo,1333,79.8095238095238
28468,Pedro Oldoni,653,68.1
28472,Miles Addison,760,64.258064516129
28480,Naldo,1687,81.3214285714286
28901,James McArthur,1241,71.0
28905,Ricardo Fernandes,392,65.0
28907,Pablo Sebastian Alvarez,1650,71.1290322580645
28955,Wilfredo Caballero,645,75.92
28971,Erton Fejzullahu,1346,66.7142857142857
29036,Pedro Queiros,534,64.4666666666667
29049,Thomas Scobbie,357,61.8888888888889
29145,Mohammed Abdellaoue,1777,74.8
29177,Leandrinho,1241,69.25
29198,Keith Watson,530,57.6111111111111
29255,Dominik Kumbela,1685,69.6666666666667
29257,Karim Matmour,1416,70.25
29259,Jaba Kankava,186,69.8333333333333
29276,Oliver Barth,540,64.3333333333333
29303,Daniel Haas,819,69.2727272727273
29316,Kai Herdling,1181,63.5217391304348
29318,Dragan Paljic,883,62.7222222222222
29340,Marco Sailer,520,65.0
29356,Maximilian Nicu,927,67.8666666666667
29471,Georg Niedermaier,1156,71.7083333333333
29529,Dario Kresic,363,69.2631578947368
29543,Christoph Janker,957,66.8333333333333
29568,Jennison Myrie-Williams,1622,59.3928571428572
29571,Neal Eardley,1529,65.32
29580,Evaldo,1249,68.0869565217391
29581,Charles N'Zogbia,1257,75.4761904761905
29585,Eder,204,65.5
29587,Maxi Moralez,1593,75.8095238095238
29590,Fabio Coentrao,1236,77.3333333333333
29622,Selim Teber,418,68.1428571428571
29631,Stefano Celozzi,977,69.5
29669,Jared Hodgkiss,141,54.0
29672,Josh Walker,577,60.8333333333333
29673,Michael Mancienne,1056,71.0416666666667
29720,Jeffrey de Visscher,226,66.5
29812,Stephan Fuerstner,902,66.3
29904,Abel Gomez,1164,68.35
30031,Thomas Kind Bendiksen,2127,67.46875
30136,Davide Marchini,279,62.25
30138,Pavel Pergl,440,64.3333333333333
30143,"Alberto Frison,18",1180,68.2857142857143
30248,Alan Smith,1541,67.2608695652174
30249,Kevin Kuranyi,1415,78.4545454545455
30250,Christian Pander,1449,74.9047619047619
30251,Fabian Ernst,534,78.7142857142857
30252,Frank Baumann,316,77.25
30253,Lukas Sinkiewicz,812,70.6
30254,Moritz Volz,1170,67.3684210526316
30255,Patrick Owomoyela,858,74.0769230769231
30256,Paul Freier,1166,71.1764705882353
30266,Artur Wichniarek,540,72.75
30271,Sergio,802,69.15
30272,Marcin Mieciel,390,65.5714285714286
30273,Alberto Rivera,853,73.5714285714286
30275,Lukasz Surma,918,62.35
30276,David Navarro,1853,75.4444444444444
30277,Francisco Navarro Yeste,451,79.1666666666667
30278,Marek Zienczuk,1468,67.0869565217391
30279,Javier Venta,859,70.7142857142857
30281,Francesco Toldo,382,78.0
30284,Massimo Maccarone,2650,72.4594594594595
30285,Salvatore Lanna,376,71.8
30287,Pablo Orbaiz,845,73.5384615384615
30295,Anthony Obodai,239,64.75
30324,Kwabena Asamoa Frimpong,476,66.25
30335,Laryea Kingston,381,75.5
30338,Danny Murphy,1210,74.1875
30340,Darius Vassell,456,73.0
30342,David Dunn,1409,72.2777777777778
30348,Jermain Defoe,2000,81.0
30352,Kieran Richardson,1614,74.6538461538462
30353,Kieron Dyer,760,72.2727272727273
30354,Ledley King,513,80.7777777777778
30355,Patrick Agyemang,1680,62.6206896551724
30357,Luke Young,818,72.8125
30358,Prince Tagoe,556,71.2222222222222
30360,Nicky Butt,382,72.0
30362,Wes Brown,1157,76.0833333333333
30367,Shaun Wright-Phillips,1815,73.4285714285714
30369,Robbie Fowler,457,68.5
30371,Philip Neville,1084,75.625
30373,Paul Scholes,1095,82.4615384615385
30380,Brad Friedel,877,80.0
30404,Lukas Zelenka,451,72.8333333333333
30419,Selim Benachour,480,72.4285714285714
30424,Andreas Granqvist,1658,75.5909090909091
30425,Daniel Majstorovic,1170,72.0
30434,Matias Concha,1195,65.8076923076923
30443,Renato,1728,75.75
30445,Grafite,592,78.875
30448,Edu,561,76.4285714285714
30453,Phillippe Mexes,3090,79.6078431372549
30455,Heurelho Gomes,1031,77.9047619047619
30456,Juliano Belletti,612,77.0
30457,Sylvain Armand,1598,75.0
30458,Ulrich Rame,503,73.7692307692308
30459,Martin Demichelis,1461,79.8387096774194
30460,Javier Zanetti,2072,80.5555555555556
30464,Boris Smiljanic,601,71.8888888888889
30468,Fabio Celestini,392,74.8
30472,Cesar Delgado,2680,72.4210526315789
30474,Stephan Lichtsteiner,2758,79.1363636363636
30475,Stephan Keller,230,65.0
30477,Danijel Pranjic,1505,74.6
30485,Tomislav Sokota,202,66.6666666666667
30492,Walter Samuel,2008,80.5625
30496,Mladen Petric,1912,78.1304347826087
30503,Brett Holman,889,70.7142857142857
30509,Pablo Zabaleta,1562,79.75
30515,Leandro Romagnoli,1238,75.8666666666667
30516,Ernesto Farias,722,73.1
30526,Daisuke Matsui,914,71.2857142857143
30530,Makoto Hasebe,1173,72.9545454545455
30534,Leonardo Ponzio,1829,72.0384615384615
30536,Lisandro Lopez,1326,80.9375
30548,Emanuel Rivas,1547,68.0384615384615
30549,Diego Milito,3188,81.2432432432432
30563,Marko Basa,1238,77.7368421052632
30572,Aaron Galindo,960,69.0869565217391
30576,Neca,720,72.9
30577,Custodio,2124,73.3548387096774
30580,Joao Alves,540,69.625
30582,Jose Moreira,333,75.7777777777778
30585,Pedro Mendes,771,77.1
30592,Roy Makaay,529,78.3333333333333
30593,Wilfred Bouma,956,73.2307692307692
30595,George Boateng,458,71.7142857142857
30596,Kevin Hofland,354,74.0
30597,Martijn Meerdink,222,70.0
30598,Nigel de Jong,2138,79.4
30601,Romeo Castelen,1735,69.8461538461538
30602,Ron Vlaar,1967,77.0
30603,Urby Emanuelson,2675,75.55
30612,David Beckham,1076,80.1428571428571
30613,Cesc Fabregas,2658,86.1935483870968
30615,Gary Neville,420,78.3333333333333
30616,Mikael Silvestre,758,73.2307692307692
30617,Jamie Carragher,662,81.1538461538462
30618,Steven Gerrard,3087,83.75
30619,Michael Owen,846,78.4
30620,Rio Ferdinand,1738,82.0714285714286
30622,Paul Robinson,744,74.8095238095238
30623,Mark Viduka,401,77.8
30624,Fredrik Ljungberg,466,77.0
30625,Sylvain Wiltord,553,74.0
30626,Thierry Henry,3712,79.4583333333333
30627,John Terry,1586,84.7037037037037
30628,Thomas Hitzlsperger,901,75.2307692307692
30630,Joe Cole,2031,76.5
30631,Frank Lampard,3135,81.6944444444444
30633,Mark Schwarzer,1248,77.8620689655172
30635,Wayne Bridge,816,73.7777777777778
30638,Miroslav Klose,2695,82.5
30640,Robert Kovac,358,76.4
30645,Owen Hargreaves,713,80.6666666666667
30646,Roque Santa Cruz,1677,76.8076923076923
30648,Jens Lehmann,378,82.0
30649,Christoph Metzelder,822,78.3333333333333
30652,Vahid Hashemian,315,72.4
30654,Giovanni van Bronckhorst,468,76.8333333333333
30655,Raul,804,80.7
30657,Iker Casillas,948,86.9545454545455
30658,Michel Salgado,590,72.3333333333333
30660,Pepe Reina,1162,82.5
30661,Carles Puyol,1184,85.8888888888889
30663,Simao,1309,79.3125
30664,Leonardo Franco,684,72.9473684210526
30666,David Albelda,1050,77.3333333333333
30667,Eric Addo,448,68.75
30668,Guy Demel,1278,71.2173913043478
30669,Marcus Hahnemann,664,69.5238095238095
30670,Gabriel Heinze,964,77.3333333333333
30675,Michael Essien,2335,79.96875
30676,David Jemmali,294,74.0
30679,Florent Malouda,1601,80.1
30682,Daniele De Rossi,3146,83.9
30684,"Juninho Pernambucano,20",1563,77.9473684210526
30686,Deco,1392,79.9411764705882
30687,Lucas Neill,1186,73.5217391304348
30688,Tim Borowski,682,77.4444444444444
30689,Tomas Ujfalusi,904,79.0
30690,Adriano,1073,79.1538461538462
30691,Bakari Kone,622,74.0
30692,Oguchi Onyewu,1091,71.4583333333333
30693,Josip Simunic,649,79.8888888888889
30695,Claude Makelele,472,77.2857142857143
30696,Luis Figo,340,83.0
30697,Jurica Vranjes,392,70.0
30698,Marko Babic,438,70.8333333333333
30699,Michael Ballack,872,83.8
30700,Landon Donovan,3415,79.0
30701,Oliver Neuville,499,75.1428571428571
30702,Gerald Asamoah,802,70.8333333333333
30703,Timo Hildebrand,594,75.8636363636364
30704,Mladen Krstajic,295,80.0
30706,Torsten Frings,1051,79.4615384615385
30707,Sebastian Kehl,1650,78.5217391304348
30709,Luca Toni,2758,76.2647058823529
30710,Anthony Seric,420,62.5714285714286
30711,Massimo Oddo,779,75.8
30712,Vincenzo Iaquinta,857,80.2727272727273
30713,Marco Amelia,972,75.7916666666667
30714,Francesco Totti,3582,81.525
30715,Martin Jiranek,745,74.0
30716,Marco Materazzi,474,80.375
30717,Gianluigi Buffon,1338,85.7741935483871
30718,Stephen Appiah,346,73.6
30720,Dida,499,75.5333333333333
30721,Gennaro Gattuso,994,79.1333333333333
30723,Alessandro Nesta,1040,82.1578947368421
30724,Dejan Stankovic,1410,79.8421052631579
30725,Pavel Nedved,346,83.5
30726,Edwin van der Sar,415,84.25
30727,Alessandro Del Piero,2037,78.0833333333333
30728,David Trezeguet,1621,77.8947368421053
30729,Filippo Inzaghi,757,77.7777777777778
30730,"Dario Simic,25",242,71.5
30731,Andrea Pirlo,3791,84.6444444444444
30732,Nuno Gomes,1162,73.4666666666667
30734,Luis Boa Morte,601,73.375
30735,Louis Saha,1335,78.5294117647059
30736,Olof Mellberg,995,76.875
30738,Eric Abidal,1312,79.5263157894737
30739,Gael Givet,1118,71.75
30740,Rafael Marquez,2413,76.4285714285714
30742,Mickael Landreau,534,81.0714285714286
30743,Ronaldinho,2142,82.84
30744,Masoud Shojaei,1145,71.8823529411765
30747,Simone Perrotta,1061,77.0714285714286
30749,David Jarolim,799,76.9090909090909
30750,Juanito,491,75.8888888888889
30752,Carlos Marchena,970,76.9333333333333
30753,Ivan Klasnic,813,74.25
30754,Hans Sarpei,364,69.125
30764,Ivica Olic,2323,78.6774193548387
30776,Shinji Ono,1099,74.2666666666667
30788,Hugo Viana,936,77.0
30789,Petit,788,75.5
30793,Hussain Abdul Ghani,944,67.9473684210526
30802,Ji-Sung Park,1339,78.2222222222222
30805,Erik Edman,764,69.4
30811,Steven Cherundolo,815,73.2307692307692
30818,Jermaine Jenas,1165,75.3333333333333
30819,Arne Friedrich,792,77.3333333333333
30820,Diego Benaglio,704,78.7142857142857
30821,Jiri Stajner,463,74.0
30822,Didier Drogba,2842,83.4117647058823
30823,Stephane Grichting,1642,71.28125
30824,Fredrik Stenman,1867,68.9032258064516
30826,Petter Hansson,577,73.6
30827,Markus Rosenberg,3075,73.4651162790698
30829,Wayne Rooney,2964,87.2222222222222
30830,Peter Crouch,1684,76.7272727272727
30831,Kolo Toure,1627,80.9285714285714
30832,Luis Garcia,1249,74.125
30834,Arjen Robben,2037,87.84
