PLAYER_CODE,PLAYER_NAME,TOTAL_PENALTIES,AVERAGE_OVERALL_RATING
110378,Panagiotis Tachtsidis,2072,70.2702702702703
110382,Matias Omar Degra,120,65.4
110738,Graham Cummins,1160,57.5238095238095
110878,Stergos Marinos,890,66.5789473684211
110883,Matias Rodriguez,686,71.5714285714286
110947,Chris Herd,2004,65.8888888888889
110948,Nikos Karelis,987,67.8666666666667
111025,Srdjan Blazic,54,64.0
111033,Matias Alustiza,1853,71.3478260869565
111060,Callum McGregor,1322,60.5
111068,Christian Bekamenga,824,68.0
111182,Zsolt Laczko,830,65.6875
111190,Laure,1040,70.6
111193,Thomas Bosmel,622,58.6111111111111
111194,Ismaila N'Diaye,988,62.1578947368421
111199,Marco Pappa,1923,68.4545454545455
111237,Vicente Iborra,1901,74.6785714285714
111703,Loic Nestor,696,63.875
111704,Selim Bouadla,455,63.3
111739,Simone Romagnoli,920,67.65
111741,Mauro Vigorito,226,63.0
111747,Daniele Ragatzu,1446,64.48
111787,Mathieu Dossevi,1806,72.0740740740741
111794,Luca Siligardi,2047,69.8857142857143
111800,Kyle Naughton,1055,70.3913043478261
111801,Alfred N'Diaye,1103,66.7142857142857
111818,Simone Benedetti,1058,65.8214285714286
111819,Jean-Philippe Sabo,243,58.3333333333333
111858,Daniel Opare,1192,69.0
111862,Kwadwo Asamoah,2857,78.4888888888889
111865,Maynor Figueroa,2600,71.6216216216216
111885,Efrain Juarez,2084,67.1025641025641
111897,Marco Fabian,2552,71.1944444444444
111909,Michael Basser Chretien,633,73.2727272727273
111917,Amadou Sidibe,365,62.75
111925,Chaker Zouaghi,194,62.75
111930,Ahmed El Mohamady,1452,72.72
111973,Gilberto,266,64.0
111975,Manucho,1377,72.3913043478261
111994,Tsepo Masilela,832,69.7777777777778
112012,Emmanuel Mayuka,867,69.0769230769231
112027,Khaled Adenon,296,64.0
112035,Kagisho Dikgacoi,934,67.2380952380952
112107,Erwin Mulder,637,70.2608695652174
112117,Diallo Guidilleye,544,66.4117647058824
112119,Charlison Benschop,2443,70.6578947368421
112122,Serhat Koc,177,66.0
112123,Paul Hanlon,482,62.1538461538462
112204,Igor Martinez,1583,65.84
112205,Cala,1244,71.0384615384615
112297,David Obua,551,62.8888888888889
112397,Vitor Gomes,1087,66.7894736842105
112424,Roberto,474,68.8571428571429
112471,Erik Falkenburg,1571,67.3928571428571
112476,Lorenzo Ariaudo,1773,70.775
112477,Maikel van der Werff,1207,67.9565217391304
112561,Boubacar Mansaly,182,45.2
112563,Hans Martinez,415,69.3636363636364
112585,John Paul Kissock,411,62.25
112656,Ariel Borysiuk,1181,66.125
112704,Michael Kovacevic,304,63.8181818181818
112758,Ignacio Camacho,1278,77.24
112801,Marinho,1299,69.3333333333333
112848,Carlos Labrin,694,65.5882352941177
112881,Joao Luiz,649,62.9230769230769
112934,Emil Lyng,1066,58.0952380952381
112935,Mads Albaek,1321,65.3928571428571
112976,Adrian Nikci,1743,64.6428571428571
112978,Roman Buerki,822,70.3225806451613
112979,Aron Liechti,201,55.25
112981,Michael Siegfried,371,57.3
113005,Hal Robson-Kanu,1799,65.6129032258064
113186,Emir Sinanovic,139,47.75
113189,Rostyn Griffiths,895,61.3888888888889
113227,Moreno Costanzo,1551,63.0416666666667
113231,Mike Gomes,416,53.125
113232,Maxime Vuille,88,54.0
113235,Burim Kukeli,1034,60.2631578947368
113237,Ridge Munsy,497,57.3333333333333
113238,Janko Pacar,312,52.8571428571429
113239,Fabio Daprela,1177,65.04
113270,Sander Fischer,362,66.8333333333333
113292,Joey Suk,310,63.0
113311,Mauro Dos Santos,646,66.9285714285714
113318,Facundo Sebastian Roncaglia,1131,73.9310344827586
113340,Jens Hegeler,1744,71.1666666666667
113422,Pascal Schuerpf,771,56.6428571428571
113465,Junior Hoilett,1533,72.16
113517,Bruno Severino,174,67.0
113599,Lucas Armando Mareque,165,70.6
113604,Adrian Daniel Calello,940,56.1739130434783
113627,Hernan Dario Bernardello,1226,70.5217391304348
113631,Mauro Formica,1317,70.4
113672,Mateo Pablo Musacchio,1255,73.6538461538462
113695,Cristian Alvarez,378,71.7368421052632
113702,Mariano Angel Paglialunga,650,67.0909090909091
113757,Milton Joel Caraglio,1698,71.5833333333333
113762,Santiago Morero,781,68.4
113769,Lucas Pratto,1620,78.25
113772,Chris Basham,1031,65.05
113774,Nicolas Bianchi Arce,803,67.8947368421053
113792,Jonathan Cristaldo,715,70.7272727272727
113794,Damian Leandro Casalinuovo,219,67.25
113836,Danny Welbeck,2025,76.3571428571429
113868,Victor Vazquez,2240,72.2258064516129
113902,Mirko Boland,1214,69.5909090909091
113908,Liam Bridcutt,945,70.1666666666667
113968,Claudio Yacob,1238,77.6842105263158
113976,Marcos Antonio,708,68.75
114011,Stjepan Kukuruzovic,782,62.2666666666667
114016,Vullnet Basha,1034,57.6363636363636
114018,Mathieu Debonnaire,216,55.5555555555556
114021,Alexandre Pasche,581,56.1818181818182
114025,Tony Jantschke,1138,73.0869565217391
114044,Alvaro Dominguez,1172,74.6363636363636
114068,Thomas Piermayr,454,56.7
114076,Cristian Gamboa,1168,68.7727272727273
114158,David Witteveen,260,65.0
114211,Miro Varvodic,280,64.5454545454546
114212,Goran Jozinovic,117,57.0
114215,Mario Maloca,468,69.4444444444444
114216,Mario Ticinovic,959,55.8235294117647
114218,William Buckley,2268,67.5135135135135
114222,Jack Compton,1108,60.7
114268,Dejan Lovren,1251,78.0
114270,Silvio Rodic,232,60.2
114333,Lukas Marecek,1098,64.6315789473684
114337,Joel Ekstrand,810,66.9473684210526
114339,Cristian Maidana,2266,70.25
114364,Wesley,1525,72.0416666666667
114368,Valery Nahayo,657,66.2857142857143
114475,Luca Di Matteo,1100,62.7619047619048
114492,Kevin Pezzoni,682,65.1666666666667
114499,Victor Aquino,531,66.8888888888889
114503,Abiola Dauda,753,65.5
114558,Kevin Strootman,2643,77.5
114582,Helton Dos Reis,114,51.0
114601,Juan Angel Neira,768,65.0
114650,Jan Moravek,1162,70.7777777777778
114651,Mateus,1202,70.45
114664,Daniel Pavlovic,1388,61.8518518518519
114671,Fabiano Oliveira,168,65.0
114672,Lucas Wilchez,1284,71.3181818181818
114680,Jonathan Urretaviscaya,2146,71.1142857142857
114688,Claudemir,1571,71.6153846153846
114715,Emiliano Ariel Dudar,383,62.9
114716,Mouhcine Iajour,154,58.6666666666667
114724,Pedrinho,800,66.75
114735,Nick von Niederhausern,284,57.8571428571429
114737,Marwin Hitz,654,70.0434782608696
114738,Luca Zuffi,1408,64.2962962962963
114742,Anthony Sauthier,696,59.3076923076923
114746,Vincenzo Rennella,2223,68.0909090909091
114762,Manolo Reina,403,66.4166666666667
114769,Miguel Britos,1420,72.7083333333333
114789,Lukas Schenkel,451,57.7
114790,Adrian Winter,1144,59.875
114792,Jerome Thiesson,1248,57.9166666666667
114794,Pa Modou Jagne,1322,61.4166666666667
114816,Michal Pazdan,1038,65.4782608695652
114817,Michal Gliwa,261,54.6923076923077
114822,Grzegorz Sandomierski,568,63.08
114827,Luis Alfonso Henriquez,1266,64.7083333333333
114963,Fabian Giefer,605,70.9565217391304
114971,Paulinho,1547,78.2173913043478
115006,Bartosz Kaniecki,176,56.4444444444444
115018,Leo Fortunato,320,69.0
115067,Nemanja Matic,1905,78.2857142857143
115068,Martin Juhar,343,62.7142857142857
115143,Mariusz Przybylski,786,60.7647058823529
115160,Brown Ideye,841,69.5
115171,Julio Cesar Machado,1213,71.1176470588235
115184,Danijel Subasic,768,73.85
115190,Sreten Sretenovic,561,63.7142857142857
115229,Guilherme Santos,1074,67.7272727272727
115253,Anton Sloboda,870,59.5
115266,Kristian Kolcak,362,59.1428571428571
115268,Michal Peskovic,330,63.4
115297,Fabian Monzon,2418,68.5238095238095
115330,Cristian Pasquato,2482,69.8857142857143
115373,Matija Skarabot,270,62.1666666666667
115377,Goran Galesic,128,65.0
115392,Sebino Plaku,287,61.7142857142857
115429,Delvin N'Dinga,1026,67.2727272727273
115440,Ridge Mickael Mobulu,208,52.0
115488,Paulo Arantes,282,58.6666666666667
115489,Goldim Diego Gaucho,412,64.875
115495,Luis Manuel,185,66.2
115512,David Simao,1993,71.1428571428571
115519,Luisinho,1174,70.3913043478261
115525,Eder Sciola,742,65.1428571428571
115585,Zaur Sadaev,1575,63.0
115591,Ricardo Rodriguez,1868,72.8965517241379
115670,Konstantin Rausch,1478,70.72
115675,Mark Ridgers,275,57.4545454545455
115681,Jake Livermore,1514,71.1851851851852
115700,Leonardo Sanchez,376,65.5
115719,Dejan Skolnik,708,66.2142857142857
115723,Jules Reimerink,542,65.3333333333333
115724,Grzegorz Kuswik,1092,61.6
115739,Nemanja Nikolic,1317,71.4736842105263
115798,Baba,1487,73.4285714285714
115847,Hiroshi Kiyotake,1316,75.4761904761905
115862,Ramon Cecchini,366,56.2857142857143
115863,Kristian Kuzmanovic,373,56.1666666666667
115980,Garath McCleary,1500,68.3461538461538
116011,El Fardou Ben Nabouhane,250,52.5
116085,Eoin Doyle,2147,61.1212121212121
116183,Jose Velazquez,482,67.5
116243,Rafael Romo,220,65.5
116253,Juan Falcon,638,68.8
116555,Duvan Zapata,1440,75.75
116603,Genki Omae,371,68.0
116642,Yuki Otsu,381,66.5
116645,Hiroki Sakai,791,70.9
116750,Ricky van Wolfswinkel,2275,72.3793103448276
116756,Marcin Wodecki,1017,58.3333333333333
116772,Thomas Mueller,2206,81.5862068965517
116788,Admir Aganovic,348,59.3333333333333
116871,Tadeusz Socha,581,59.3571428571429
116872,Lukasz Tyminski,745,53.3684210526316
116874,Krzysztof Janus,441,57.1111111111111
116881,Adrian Paluchowski,200,55.0
116885,Maksymilian Rogalski,1166,62.2727272727273
116907,Paolo Hurtado,1656,71.7083333333333
117432,Jiloan Hamad,1878,68.75
117541,Tjaronn Chery,994,69.6470588235294
117545,Sean Morrison,713,63.8
117556,Radoslaw Pruchnik,564,59.1818181818182
118049,El-Arbi Hilal Soudani,594,71.2222222222222
118182,Kheireddine Kiko Zarabi,384,67.5714285714286
118298,Clemens Walch,1405,65.25
118346,Filip Luksik,539,64.0909090909091
118356,Bigambo Rochat,251,48.8333333333333
118359,Anatole Ngamukol,1229,63.56
118386,Bastian Schulz,400,62.5714285714286
118390,Freddie Sears,2647,65.8048780487805
118433,Luis Pedro,329,65.8571428571429
118434,Alexander Buettner,1674,70.48
118441,Edson Henrique,468,66.0
118508,Fedor Smolov,2360,69.6666666666667
118528,Michu,1425,74.0
118530,Lukasz Hanzel,1093,61.3809523809524
118601,Rafik Halliche,783,68.5714285714286
118616,Giancarlo Gonzalez,832,70.0869565217391
118666,Pape Moussa Diakhate,190,54.6
118713,Jurgen Prutsch,340,54.375
118730,Eyong Enoh,905,71.3333333333333
118822,Maciej Dabrowski,970,62.3181818181818
118843,Wiljan Pluim,1048,64.8947368421053
118848,Robbin Ruiter,325,73.0714285714286
118850,Anthony Lippini,651,61.3125
118879,Nikola Gulan,795,65.7777777777778
118883,Agim Ibraimi,664,68.9
118896,Peter Pawlett,1593,63.6785714285714
118897,Ryan Jack,1214,64.5714285714286
118929,Jordi Gomez,2015,69.8846153846154
119005,Bernard Parker,1498,70.4583333333333
119014,Darko Lazovic,406,72.875
119079,Alex McCarthy,917,68.0
119100,Ignacio Fideleff,295,70.7142857142857
119117,Reginald Goreux,1086,68.2105263157895
119118,Moussa Gueye,682,62.5454545454546
119273,Marcus Olsson,1062,64.375
119305,Agon Mehmeti,2083,64.6486486486486
119351,Zavon Hines,1002,63.9
119427,Aytac Sulu,987,70.9444444444444
119435,Niall McGinn,1488,65.9583333333333
119525,Sebastian Rudy,1635,71.9230769230769
119541,Geoff Cameron,2224,70.8611111111111
119542,Luis Seijas,1922,68.5806451612903
119702,Milan Gajic,987,59.6190476190476
119760,Rasmus Joensson,1223,66.7826086956522
119838,Slobodan Medojevic,737,69.8
119839,Danijel Aleksic,1424,62.8571428571429
120076,Robert Zillner,920,64.6
120082,Mickael Facchinetti,579,55.9230769230769
120110,Kim Ojo,1178,69.7894736842105
120116,Jonny Rowell,1578,61.28
120132,Nahuel Valentini,368,60.5
120148,Fernando Russi,423,63.0
120158,Geoffrey Tulasne,238,59.8
120221,Matias Cabrera,989,72.6470588235294
120428,Mathis Bolly,1884,63.7941176470588
120560,Tobias Sana,1662,64.8285714285714
120598,Jonas Loessl,406,66.2173913043478
120621,Douglas,776,69.7391304347826
120737,Chengdong Zhang,816,66.8461538461538
120845,Nabil Bahoui,2484,67.0
120915,Omar Kossoko,432,64.5
120917,Ahmed Kashi,702,60.8666666666667
120919,Aatif Chahechouhe,1171,69.375
121044,Nenad Krsticic,1260,68.7391304347826
121069,Ross Forbes,614,58.5454545454545
121080,Philippe Koch,690,61.0434782608696
121093,Sercan Sararer,1512,66.5
121115,Gianluca Frontino,669,63.0
121225,Muhamed Keita,1200,65.0
121286,Fabio Francesco Sciacca,1041,67.7222222222222
121488,Alban Joinel,144,59.5
121633,David Alaba,2380,78.9090909090909
121639,Moussa Maazou,1277,69.6
121642,Marc van de Maarel,591,66.2352941176471
121643,Adrian Chomiuk,97,50.6666666666667
121716,Juan Forlin,1116,72.7727272727273
121854,Luiz Carlos,72,68.3333333333333
121872,Sidnei,1604,73.0714285714286
121881,Eduardo Gottardi,353,68.7
121923,Adriano,200,68.75
121953,Tcho,532,68.125
121957,Wellington,493,69.25
121960,Renan,704,65.8333333333333
122047,Mariano,1782,72.9
122048,Leandro Salino,1367,71.8260869565217
122055,Mikkel Diskerud,2225,69.8378378378378
122116,Yang Wang,355,57.1428571428571
124127,Fabiano,655,72.5161290322581
124144,Aleksandar Prijovic,974,63.952380952381
127130,Jonjo Shelvey,2109,71.53125
127133,Matthew Phillips,1336,67.5555555555556
127134,Scott Robinson,802,60.5
127140,Grant Gillespie,689,58.5555555555556
127141,Jordan Kirkpatrick,115,45.5
127189,Dragan Mihajlovic,114,48.75
127191,Dugary Ndabashinze,546,60.6363636363636
127207,Federico Santander,584,70.25
127209,Anders Christiansen,2117,64.8857142857143
127224,Amir Abrashi,1654,62.1612903225807
127255,Akwetey Mensah,108,60.0
127370,Felipe Mattioni Rohde,1436,68.7826086956522
127374,Rafael Toloi,1311,72.7142857142857
127460,Giacomo Bonaventura,2655,75.7804878048781
127627,Steven Meechan,86,58.0
127644,James Vincent,842,55.9411764705882
127712,Declan Rudd,981,63.5
127825,Renatinho,236,69.0
127829,Bruno Perone,250,63.0
127857,Amr Zaki,498,71.0
127887,Orhan Mustafi,651,58.0
127888,Anderson Luis,840,68.0
127894,Hector Rodas,1201,67.2692307692308
127945,Marcel Risse,2496,71.5675675675676
127959,Rafal Pietrzak,200,52.75
128020,Marquinho,2082,72.8823529411765
128036,Mauricio,1436,74.3103448275862
128037,Henrique,1903,76.0
128045,Luis Alberto,1218,72.1666666666667
128047,Ze Eduardo,1025,64.15
128083,Vagner,260,70.875
128106,Alexander Dragovic,904,70.6842105263158
128148,Makelele,645,66.4
128209,Ondrej Celustka,754,63.7222222222222
128230,Kevin Piere Lafrance,228,58.3333333333333
128235,Nico Abegglen,580,58.6363636363636
128239,Steven Deana,440,56.6153846153846
128298,Bryan Rodriguez,576,67.75
128360,Edimar Fraga,1033,69.2352941176471
128392,Walter,1752,75.0
128455,Mohamed Coulibaly,816,60.375
128456,Abdelhamid El Kaoutari,653,68.2857142857143
128590,Ostoja Stjepanovic,304,61.625
128666,Emmanuel Imorou,846,65.875
128689,Sebastian Mielitz,640,70.6956521739131
128721,Javi Castellano,777,67.0
128732,Jonathas,2398,71.8787878787879
128795,Souza,1210,75.1363636363636
128802,Donovan Slijngard,292,59.0
128803,Simone Colombi,637,65.2307692307692
128827,Lewis Holtby,2268,75.9142857142857
128843,Aislan,556,65.3846153846154
128851,Almeida Borges Leandro,342,59.0
128852,Ivan Strinic,603,71.9
128864,Oscar,1948,79.1666666666667
128870,Sandro Laurindo da Silva,1168,71.0
128946,Haris Vuckic,1983,65.3333333333333
129177,Robert McHugh,454,59.5
129241,Hannes Thor Halldorsson,364,61.5555555555556
129275,Jon Gudni Fjoluson,684,63.1818181818182
129278,Holmar Oern Eyjolfsson,988,62.8695652173913
129326,Franco Daniel Jara,1490,71.8181818181818
129391,Javier Pastore,1431,80.5263157894737
129393,William Matheus,859,67.2
129462,Felipe,946,70.2
129469,Gerson Magrao,1105,69.5882352941177
129763,Luca Ceccarelli,1246,65.48
129817,Hendry Thomas,1192,68.75
129819,Emilio Izaguirre,1089,72.4545454545455
129915,Johann Berg Gudmundsson,1445,68.1481481481482
129918,Alfred Finnbogason,2039,73.1111111111111
129944,Marco Reus,3097,81.5
130027,Khaleem Hyland,1162,67.5
130113,Andrea Rispoli,1631,65.2093023255814
130118,Pablo De Blasis,997,74.0
130155,Danilo D'Ambrosio,1842,71.054054054054
130298,John Guidetti,1451,72.0526315789474
130596,Tiago Luis,331,70.8333333333333
130667,Joo-Ho Park,1655,71.1481481481482
130670,Chung-Yong Lee,1728,72.8076923076923
130738,Mamadou Bagayoko,225,65.4
131117,Caleb Patterson-Sewell,217,61.0769230769231
131391,Andis Shala,179,54.5
131394,Benoit Ladriere,528,61.6
131403,Jo Coppens,545,61.0666666666667
131404,David Vandenbroeck,558,63.6363636363636
131406,Fred,229,63.6
131408,Thomas Kaminski,402,64.8125
131409,Adlene Guedioura,1895,67.2352941176471
131411,Boubacar Dembele,88,58.0
131486,Cedric Betremieux,156,61.0
131530,Thomas Matton,1494,66.0833333333333
131531,Franck Berrier,1530,70.5217391304348
131532,Miguel Dachelet,364,60.4
131583,David Meyler,1008,67.3181818181818
131845,Jonatan Johansson,544,69.25
131980,Povilas Leimonas,180,58.6
131991,Floyd Ayite,1556,69.4285714285714
131995,Benjamin Moukandjo,1424,68.5454545454545
132111,Antons Kurakins,126,58.0
132701,Henri Anier,1184,61.5555555555556
132809,Thierry Doubai,931,68.5625
132814,Joel Mall,327,60.0666666666667
132829,Stephane Garcia,94,57.0
132830,Damian Bellon,141,55.3333333333333
132843,Serey Die,1762,69.0882352941177
132844,Admir Mehmedi,2413,69.4210526315789
132898,Jefferson Nascimento,1838,73.0
133126,Dennis Hediger,1048,62.5789473684211
133201,Dario Dumic,574,60.8333333333333
133535,Airton,1134,70.7391304347826
133997,Francisco Sandaza,1468,65.6818181818182
134132,Mario Leitgeb,538,60.3076923076923
134217,Philipp Bargfrede,1469,72.2333333333333
134220,Chafik Najih,339,56.25
134221,Mustapha Yatabare,1576,67.6153846153846
134222,Edouard Butin,585,62.5833333333333
134232,Nolan Roux,1789,72.6538461538462
134233,Baptiste Schmisser,379,63.1428571428572
134236,Tino Costa,2119,75.9642857142857
134285,Jean Alain Fanchone,985,64.2941176470588
134318,Valdas Trakys,116,63.0
135247,Philipp Zulechner,1232,64.35
135310,Yonathan Del Valle,1936,67.9285714285714
135335,Raffaele De Vita,686,60.0
136516,Mervan Celik,862,67.2941176470588
136539,Rafal Gikiewicz,449,64.05
136540,Krzysztof Krol,957,60.0434782608696
137223,Jocelyn Roux,332,60.0
137225,Saroa,78,56.0
138155,Szymon Matuszek,132,55.25
138159,Michal Buchalik,333,60.0666666666667
138171,Semir Stilic,1006,71.6470588235294
139633,Ivan Alejandro Furios,534,63.6153846153846
139634,Ibrahima Niasse,388,53.2222222222222
139635,Dylan Gissi,474,62.4666666666667
139637,Martin Steuble,540,58.0
139671,Marc Albrighton,1507,72.4230769230769
139672,Nathan Delfouneso,1643,68.448275862069
139673,Nathan Baker,866,67.2173913043478
139775,Martin Baran,563,62.0
139779,Pavol Cicman,464,60.875
139806,Sinisa Andjelkovic,730,68.5789473684211
139822,Leonard Kweuke,1339,72.3478260869565
139895,Lukasz Burliga,1131,60.3913043478261
139898,Dirceu,423,62.3333333333333
139922,David Addy,551,65.3076923076923
140445,Tommy Oar,1515,68.3846153846154
140490,Matteo Tosetti,540,59.1
140495,Vincent Ruefli,1408,63.9642857142857
140497,Guillaume Katz,246,53.0
140500,David Frey,330,49.1666666666667
140819,Steven Zuber,1078,65.5714285714286
140932,Milos Kosanovic,988,63.6190476190476
140951,Macedo Novaes,238,64.8181818181818
140963,Milan Milanovic,812,63.1363636363636
140965,Nikola Djurdjic,1539,70.0
140982,Odair Fortes,856,67.0555555555556
140988,Jozsef Varga,886,68.9375
141082,Patrick Ziegler,626,64.5
141113,Dennis Diekmeier,1204,71.0869565217391
141114,Tobias Kempe,1610,66.0357142857143
141115,Timo Perthel,1320,66.2692307692308
141126,Benjamin Kirsten,368,65.8333333333333
141145,Daniel Didavi,1586,73.8888888888889
141146,Patrick Funk,750,65.6
141160,Boris Vukcevic,665,69.5833333333333
141161,Julian Schieber,1643,74.0
141370,Sebastian Rode,924,72.7777777777778
141395,Viktor Bopp,245,58.4
141396,Mehmet Ekici,2647,74.2
141576,Enda Stevens,1290,59.2592592592593
141662,Alvaro Fernandez,1341,67.4782608695652
141699,Milan Badelj,1853,76.3703703703704
141704,Kaja Rogulj,352,64.8461538461538
141733,Sergey Khizhnichenko,196,56.0
141814,Lennart Hartmann,339,57.1428571428571
142186,Johan Maartensson,1422,64.96
142272,Richard Guzmics,462,66.0
142282,Barry Douglas,2317,64.2222222222222
142357,Jon Robertson,285,58.0
142990,Samuel Scheimann,183,64.0
142992,Kevin Brands,424,63.375
142994,John Verhoek,1335,66.6666666666667
143365,Wilfried Bony,2279,76.7741935483871
143403,Danilo,332,63.3333333333333
143442,Toni Sunjic,446,70.2222222222222
143512,Danny Hoesen,1226,68.1739130434783
143523,Bruno Andrade,722,65.9
143710,Luciano Becchio,1731,69.1538461538462
143750,Zargo Toure,838,62.95
143752,Frederic Sammaritano,1423,67.5652173913043
143757,Mehdi Mostefa,1285,67.4545454545455
143790,Yannis Tafer,1423,65.6363636363636
143793,Jack Wilshere,2324,80.0277777777778
143795,Fausto Rossi,1106,68.4444444444444
143841,Juanmi Callejon,540,68.6666666666667
143923,Robbert Te Loeke,50,62.0
143939,Soufiane Dadda,295,63.8
143945,Rajiv van La Parra,1701,66.9259259259259
144989,Efe Ambrose,1369,68.68
144993,Shinji Kagawa,2121,81.7
144996,Sung-Yueng Ki,2025,72.8214285714286
144998,Marko Jovanovic,561,64.0909090909091
144999,Nenad Tomovic,1423,73.8787878787879
145002,Shaun Cummings,982,63.85
145020,Marcos Paulo,1385,65.25
145039,Jean-Jacques Gosso,803,68.6153846153846
145058,Helder,336,65.1428571428571
145061,Sylvio Ronny Rodelin,1577,67.5384615384615
145063,Jorge Claros,280,67.0
145066,Tripy Makonda,1276,65.1428571428571
145067,Jean-Ecudes Maurice,1043,63.9473684210526
145068,Robin Previtali,183,60.6666666666667
145070,Franck Tabanou,1734,72.3076923076923
145536,Benjamin Huebner,888,67.0
145538,Dennis Daube,1448,64.2222222222222
145545,Stephan Hain,875,64.0555555555556
145550,Kevin Trapp,717,74.4545454545455
145551,Roman Neustaedter,2246,72.8536585365854
145561,Anderson,948,71.3
145583,Fellipe Bastos,1053,67.7368421052632
145584,Tengarrinha,697,65.7142857142857
145586,Stijn Wuytens,1205,65.6363636363636
146768,Jose Luis Fernandez,1302,69.7916666666667
146830,Joel Ward,984,69.3333333333333
147351,Carlao,615,66.8461538461538
147594,Bryan Linssen,1522,68.12
147600,Maikel Kieftenbeld,1272,67.6666666666667
147601,Wout Droste,299,65.875
147614,Fallou Diagne,1470,69.5
147616,Michal Janota,787,63.6428571428572
147717,Sascha Bigalke,484,62.9090909090909
147722,Said Husejinovic,324,65.8333333333333
147726,Leon Balogun,1359,65.8
147729,Luiz Gustavo,1097,76.3
147731,Taner Yalcin,357,61.4285714285714
147732,Richard Sukuta-Pasu,1741,66.8518518518519
147733,Mohamed Amsif,580,66.7619047619048
147735,Alexander Esswein,1303,70.6086956521739
147877,Marley Watkins,579,58.2105263157895
147951,Josip Ilicic,2313,77.258064516129
147958,Marvin Martin,1022,71.6470588235294
147959,Yoric Ravet,1410,65.3225806451613
147960,Bakary Soro,534,62.7272727272727
147980,Emil Drozdowicz,212,60.0
148153,Carlos Olascuaga,408,66.5555555555556
148286,Joachim Mununga,734,63.5384615384615
148289,Yohan Brouckaert,408,63.0
148292,Mvuezolo Muscal Musumbu,106,54.0
148294,Benjamin Lambot,378,63.0
148297,Mario Matos,70,53.0
148302,Cheikhou Kouyate,1765,72.0882352941177
148308,Sven De Volder,56,49.0
148311,Gregory Delwarte,70,60.0
148313,Dimitri Daeselaire,391,60.75
148314,Anele Ngcongca,1209,70.1851851851852
148315,Christian Benteke,1963,74.0
148325,Kristof van Hout,410,61.3571428571429
148326,Rob Claeys,150,51.3333333333333
148327,Istvan Bakx,240,64.25
148329,Elimane Coulibaly,1324,65.2173913043478
148331,Anthony Moris,367,60.0
148335,Mehdi Carcela-Gonzalez,1866,72.0
148336,Joerie Dequevy,333,61.0
148338,Jeroen Vanthournout,270,51.6666666666667
148483,Marian Kello,473,66.4117647058824
148487,Vytautas Andriuskevicius,828,59.76
148790,Jose Baxter,1089,67.0555555555556
148792,Kieran Agard,2193,61.9459459459459
148827,Abdoulwahid Sissoko,1043,64.6190476190476
148828,Vincent Manceau,1051,60.45
148829,Romero Regales,228,62.5
148830,Benjamin Andre,1314,66.0
148832,Yannick Sagbo,1329,69.6315789473684
148904,Jordan Spence,1294,64.5
148905,Joel Thomas,262,55.6
148909,Stuart O'Keefe,914,60.4583333333333
148948,Kevin Diaz,895,62.7333333333333
148953,Ahmed Soukouna,166,49.5
148955,Marcelo Toscano,1520,70.4
148960,Jaycee Okwunwanne,332,62.6666666666667
148974,Rui Miguel,471,65.4285714285714
149006,Toko Nzuzi,1214,64.75
149031,Lamine Gassama,975,67.2941176470588
149140,Xavier Luissint,384,62.5714285714286
149150,Denis Odoi,1033,67.8571428571429
149173,Koen Weuts,238,61.0
149174,Frederik Frans,615,63.9333333333333
149206,Geoffrey Cabeke,164,58.25
149211,Nathan Kabasele,1087,62.75
149219,Christian Kabasele,1021,70.7307692307692
149258,Rachid Bourabia,960,65.4666666666667
149260,Tom Muyters,300,61.0
149279,Karim Belhocine,1491,63.125
149334,Fredric Brillant,916,64.625
149345,Mikael Seoudi,120,63.0
149367,Rudy Saintini,84,53.0
149583,Lucas Mendes,557,72.7
149584,Ariel Nahuelpan,2222,68.9354838709677
149845,Douglas,846,68.7692307692308
149855,Cuco Martina,901,66.9444444444444
149856,Roald van Hout,211,60.0
149895,Jordan Bowery,1260,57.52
149909,Marco Terrazzino,1314,65.9565217391304
149917,Jordon Mutch,1631,68.2
149947,Orlando Sa,1373,69.05
149949,Filipe Goncalves,1396,67.0526315789474
149950,Josa,322,64.0
149952,Ozeia,998,67.6956521739131
149953,Leandro Tatu,207,69.0
149959,Miguel Castro,192,54.75
149962,Nicolas N'Koulou,1193,75.8333333333333
150007,Francois Affolter,1334,66.1428571428571
150018,Daniel Kabir Mustafa,244,62.75
150019,Teti,219,67.0
150020,Rui Varela,256,63.4
150021,Karl-Johan Johnsson,692,64.25
150024,Fernando Alexandre,1461,68.0357142857143
150025,Goncalo Santos,784,67.0
150026,Eder,1934,73.7931034482759
150031,Diogo Luis,108,52.0
150036,Sandro,242,64.0
150038,Braga,1255,68.6842105263158
150039,Paulo Tavares,1233,66.1578947368421
150041,Maicon,1562,77.9117647058824
150044,Pajetat Douglas,138,61.8333333333333
150045,Ruben Micael,1956,73.9259259259259
150046,Igor Pita,225,62.0
150047,Joao Aurelio,1688,67.7586206896552
150053,Rossetto Michel Simplicio,354,64.8333333333333
150064,Baiano,1114,70.304347826087
150065,Daniel Elias Araujo Maykon,414,63.1428571428572
150066,Giovanaz Assis,361,64.952380952381
150068,"Theo Weeks,24",842,63.6470588235294
150077,Marcio Paiva,192,60.6666666666667
150080,Miguel Lopes,1216,72.5416666666667
150081,Silvio,2139,73.2051282051282
